,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
136,136,0.0,0.9921000003814697,"party, india, congress, day, house, opposition, sabha, bjp, people, bill","['ongoing', 'project', 'evaluation', 'standardisation', 'plant', 'protection', 'solutions', 'major', 'field', 'crop', 'drone', 'technology', 'officials', 'agriculture', 'information', 'technology', 'departments', 'examine', 'demonstration', 'technology', 'rice', 'research', 'centre', 'campus', 'professor', 'jayashankar', 'telangana', 'state', 'agricultural', 'university', 'thursday', 'accord', 'university', 'officials', 'principal', 'secretary', 'jayesh', 'ranjan', 'secretary', 'agriculture', 'janardhan', 'reddy', 'visit', 'rice', 'research', 'centre', 'university', 'witness', 'demonstration', 'artificial', 'intelligence', 'technology', 'implement', 'association', 'department', 'world', 'economic', 'forum', 'examine', 'use', 'drone', 'technology', 'plant', 'protection', 'solutions', 'rice', 'crop', 'vice', 'chancellor', 'pjtsau', 'praveen', 'rao', 'explain', 'implement', 'project', 'crop', 'regional', 'agricultural', 'research', 'station', 'jagitial', 'rars', 'palem', 'rars', 'warangal', 'ars', 'tandur', 'rice', 'research', 'centre', 'rajendranagar', 'explain', 'officials', 'aspects', 'use', 'drone', 'technology', 'plant', 'protection', 'later', 'officials', 'plant', 'saplings', 'premise', 'foreign', 'students', 'hostel', 'mark', 'foundation', 'day', 'soil', 'conservation', 'society', 'india', 'registrar', 'university', 'sudheer', 'kumar', 'director', 'research', 'jagadishwar', 'chairman', 'soil', 'conservation', 'society', 'hyderabad', 'srinivas', 'reddy', 'chairman', 'sadashiva', 'rao', 'attend', 'event']"
137,137,2.0,0.9915000200271606,"house, official, india, chinese, plan, chief, spb, tamil, people, sing","['koo', 'app', 'micro', 'blogging', 'platform', 'vernacular', 'win', 'prime', 'minister', 'narendra', 'modi', 'atma', 'nirbhar', 'app', 'challenge', 'largest', 'kannada', 'micro', 'blog', 'world', 'address', 'press', 'conference', 'video', 'link', 'ceo', 'founder', 'koo', 'aprameya', 'radhakrishna', 'say', 'koo', 'help', 'kannadigas', 'express', 'mother', 'tongue', 'highest', 'number', 'thoughts', 'opinions', 'share', 'compare', 'micro', 'blog', 'kannada', 'brief', 'koo', 'function', 'say', 'koo', 'kannadigas', 'follow', 'eminent', 'personalities', 'express', 'thoughts', 'kannada', 'prominent', 'personalities', 'join', 'platform', 'launch', 'march', 'sadguru', 'jaggi', 'vasudev', 'isha', 'foundation', 'chief', 'minister', 's', 'yediyurappa', 'deputy', 'chief', 'minister', 'ashwath', 'narayan', 'cricketers', 'anil', 'kumble', 'javagal', 'srinath', 'prime', 'minister', 'd', 'deve', 'gowda', 'chief', 'minister', 'd', 'kumaraswamy', 'kpcc', 'president', 'k', 'shivakumar', 'minister', 't', 'ravi', 'members', 'parliament', 'tejasvi', 'surya', 'shobha', 'karandlaje', 'commissioner', 'police', 'kamal', 'pant', 'say', 'mr', 'aprameya', 'radhakrishna', 'say', 'prime', 'minister', 'mention', 'koo', 'mann', 'ki', 'baat', 'koo', 'begin', 'kannada', 'available', 'hindi', 'telugu', 'tamil', 'gujarati', 'marathi', 'bengali', 'say', 'mention', 'koo', 'celebrate', 'rajyotsava', 'kannada', 'community', 'november', 'say', 'koo', 'invite', 'kannadigas', 'join', 'koo', 'share', 'thoughts', 'opinions', 'kannadigas', 'koo', 'founder', 'mayank', 'bidawatka', 'present']"
138,138,4.0,0.583299994468689,"crore, level, water, land, allege, protest, revenue, september, work, market",['nan']
139,139,0.0,0.6266000270843506,"party, india, congress, day, house, opposition, sabha, bjp, people, bill","['call', 'prime', 'minister', 'narendra', 'modi', 'god', 'farmers', 'madhya', 'pradesh', 'chief', 'minister', 'shivraj', 'singh', 'chouhan', 'say', 'farm', 'sector', 'reform', 'bill', 'pass', 'recently', 'parliament', 'double', 'income', 'cultivators', 'speak', 'reporters', 'wednesday', 'night', 'mr', 'chouhan', 'term', 'oppose', 'bill', 'kisandrohi', 'anti', 'farmers', 'claim', 'protect', 'middlemen', 'prime', 'minister', 'take', 'farsighted', 'decisions', 'god', 'farmers', 'bill', 'relate', 'agriculture', 'reform', 'bless', 'farmers', 'double', 'income', 'mr', 'chouhan', 'say', 'people', 'oppose', 'bill', 'wishers', 'farmers', 'mislead', 'bjp', 'leader', 'say', 'exporter', 'pay', 'good', 'price', 'purchase', 'wheat', 'rice', 'farmers', 'directly', 'need', 'middlemen', 'opposition', 'party', 'support', 'middlemen', 'ask', 'crticising', 'bill', 'opposition', 'party', 'oppose', 'prime', 'minister', 'blindly', 'oppose', 'interest', 'farmers', 'chief', 'minister', 'say', 'farmer', 'produce', 'trade', 'commerce', 'promotion', 'facilitation', 'farmers', 'empowerment', 'protection', 'agreement', 'price', 'assurance', 'farm', 'service', 'pass', 'house', 'parliament', 'amid', 'protest', 'opposition', 'party', 'wednesday', 'opposition', 'party', 'urge', 'president', 'ram', 'nath', 'kovind', 'sign', 'contentious', 'bill', 'allege', 'pass', 'unconstitutionally', 'complete', 'disregard', 'parliamentary', 'norms', 'modi', 'government', 'claim', 'bill', 'ensure', 'farmers', 'better', 'price', 'produce', 'subject', 'regulations', 'mandis', 'agri', 'market', 'farmer', 'organisations', 'opposition', 'party', 'allege', 'law', 'frame', 'suit', 'big', 'corporates', 'seek', 'dominate', 'indian', 'food', 'agriculture', 'business', 'weaken', 'negotiate', 'power', 'farmers']"
140,140,3.0,0.566100001335144,"police, test, district, court, report, health, patients, september, positive, accuse","['skipper', 'mahendra', 'singh', 'dhoni', 'await', 'promotion', 'bat', 'order', 'area', 'chennai', 'super', 'kings', 'strive', 'pick', 'piece', 'confident', 'delhi', 'capitals', 'ipl', 'encounter', 'september']"
141,141,3.0,0.9937999844551086,"police, test, district, court, report, health, patients, september, positive, accuse","['owners', 'greek', 'own', 'oil', 'tanker', 'catch', 'sri', 'lanka', 'eastern', 'coast', 'agree', 'settle', 'claim', 'dollars', 'million', 'officials', 'say', 'thursday', 'agree', 'pay', 'week', 'sri', 'lanka', 'attorney', 'general', 'dappula', 'livera', 'stake', 'claim', 'dollars', 'million', 'cost', 'incur', 'douse', 'board', 'panama', 'register', 'tanker', 'mt', 'new', 'diamond', 'september', 'rajapaksa', 'thank', 'defence', 'personnel', 'fight', 'onboard', 'mt', 'new', 'diamond', 'new', 'diamond', 'vessel', 'charter', 'indian', 'oil', 'corporation', 'carry', 'metric', 'tonnes', 'crude', 'oil', 'mina', 'al', 'ahmadi', 'port', 'kuwait', 'indian', 'port', 'paradip', 'boiler', 'explosion', 'engine', 'room', 'cause', 'coast', 'sangamankanda', 'ampara', 'district', 'filipino', 'crew', 'member', 'die', 'injure', 'incident', 'sri', 'lanka', 'navy', 'help', 'indian', 'counterparts', 'coast', 'guard', 'douse', 'great', 'effort', 'sri', 'lankan', 'navy', 'plug', 'fuel', 'leak', 'oil', 'tanker', 'new', 'diamond', 'owners', 'tell', 'attorney', 'general', 'willingness', 'meet', 'interim', 'claim', 'attorney', 'general', 'order', 'police', 'record', 'statement', 'captain', 'ship', 'colombo', 'chief', 'magistrate', 'court', 'later', 'order', 'captain', 'oil', 'tanker', 'appear', 'court', 'september', 'charge', 'commit', 'offences', 'marine', 'pollution', 'environmental', 'protection', 'act', 'ship', 'currently', 'seas', 'nautical', 'miles', 'east', 'batticaloa', 'east', 'kilometres', 'away', 'batticaloa', 'coast', 'sri', 'lankan', 'naval', 'ship', 'indian', 'naval', 'ship', 'indian', 'coast', 'guard', 'vessels', 'currently', 'deploy', 'operations', 'near', 'oil', 'tanker', 'ship', 'indian', 'coast', 'guard', 'indian', 'navy', 'ship', 'engage', 'fight', 'sri', 'lanka', 'navy', 'say', 'early', 'month', 'tanker', 'crew', 'members', 'filipinos', 'greeks', 'member', 'crew', 'safely', 'rescue', 'tanker']"
142,142,5.0,0.6407999992370605,"farmers, india, bill, health, farm, price, protest, market, patients, care","['initial', 'symptoms', 'pulmonary', 'fibrosis', 'lung', 'disease', 'happen', 'damage', 'tissue', 'lead', 'shorten', 'breath', 'notice', 'couple', 'people', 'recover', 'covid', 'recently', 'reveal', 'shamsudeen', 'consultant', 'physician', 'attach', 'post', 'covid', 'care', 'clinic', 'iqraa', 'hospital', 'kozhikode', 'clinic', 'set', 'jointly', 'national', 'health', 'mission', 'government', 'medical', 'college', 'hospital', 'kozhikode', 'state', 'government', 'patient', 'section', 'open', 'days', 'sunday', 'm', 'm', 'symptoms', 'persons', 'come', 'post', 'covid', 'check', 'lose', 'time', 'give', 'treatment', 'late', 'difficult', 'dr', 'shamsudeen', 'say', 'point', 'fatigue', 'headache', 'body', 'pain', 'breathlessness', 'cough', 'common', 'effect', 'approach', 'clinic', 'recover', 'covid', 'accord', 'experts', 'people', 'get', 'cure', 'infection', 'develop', 'future', 'health', 'problems', 'include', 'asymptomatic', 'people', 'test', 'positive', 'virus', 'term', 'post', 'covid', 'syndrome', 'long', 'covid', 'paralysis', 'cardiac', 'arrest', 'epilepsy', 'consequences', 'doctor', 'india', 'institute', 'medical', 'sciences', 'earlier', 'say', 'majority', 'patients', 'condition', 'cause', 'diseases', 'lung', 'transplant', 'say', 'develop', 'countries', 'unite', 'kingdom', 'begin', 'post', 'hospitalisation', 'covid', 'study', 'consortium', 'research', 'clinicians', 'country', 'understand', 'improve', 'long', 'term', 'health', 'outcomes', 'patients', 'hospital', 'confirm', 'suspect', 'covid', 'india', 'delhi', 'government', 'report', 'launch', 'similar', 'efforts', 'dr', 'shamsudeen', 'note', 'aware', 'importance', 'post', 'covid', 'care', 'cough', 'breathe', 'problems', 'need', 'immediately', 'seek', 'medical', 'treatment', 'negligence', 'fatal', 'say', 'clinic', 'physicians', 'pulmonologist']"
143,143,4.0,0.5110999941825867,"crore, level, water, land, allege, protest, revenue, september, work, market","['class', 'student', 'ishita', 'achar', 'thrill', 'receive', 'letter', 'defence', 'minister', 'rajnath', 'singh', 'layer', 'cotton', 'face', 'mask', 'send', 'indian', 'army', 'personnel', 'month', 'ago', 'parcel']"
144,144,5.0,0.9236000180244446,"farmers, india, bill, health, farm, price, protest, market, patients, care","['kerala', 'tourism', 'internationally', 'acclaim', 'human', 'nature', 'campaign', 'bag', 'prestigious', 'pata', 'grand', 'award', 'market']"
145,145,5.0,0.9951000213623047,"farmers, india, bill, health, farm, price, protest, market, patients, care","['karnataka', 'state', 'tourism', 'development', 'corporation', 'new', 'tourist', 'attraction', 'face', 'hurdle', 'covid', 'situation', 'early', 'year', 'gear', 'launch', 'mysuru', 'hampi', 'state', 'major', 'tourist', 'destinations', 'ambari', 'specially', 'build', 'double', 'decker', 'bus', 'open', 'roof', 'bus', 'tour', 'launch', 'mysuru', 'low', 'key', 'dasara', 'celebrations', 'initiative', 'launch', 'plan', 'march', 'year', 'view', 'pandemic', 'festivities', 'approach', 'kstdc', 'make', 'preparations', 'roll', 'open', 'roof', 'bus', 'tour', 'ferry', 'tourists', 'designate', 'route', 'help', 'experience', 'beauty', 'mysuru', 'rich', 'heritage', 'kstdc', 'request', 'forest', 'department', 'mysuru', 'city', 'corporation', 'prune', 'tree', 'branch', 'designate', 'route', 'smooth', 'movement', 'ft', 'tall', 'bus', 'chamundeshwari', 'electricity', 'supply', 'corporation', 'request', 'raise', 'overhead', 'electrical', 'line', 'facilitate', 'hassle', 'free', 'movement', 'bus', 'work', 'expect', 'dasara', 'seater', 'bus', 'lower', 'upper', 'deck', 'build', 'bengaluru', 'kstdc', 'regional', 'manager', 'uday', 'kumar', 'tell', 'hindu', 'cesc', 'expect', 'commence', 'work', 'soon', 'mcc', 'forest', 'department', 'job', 'assure', 'things', 'soon', 'start', 'trial', 'run', 'officially', 'roll', 'bus', 'add', 'covid', 'situation', 'brake', 'kstdc', 'plan', 'launch', 'ambari', 'march', 'year', 'bus', 'arrive', 'bengaluru', 'launch', 'park', 'kstdc', 'office', 'premise', 'await', 'run', 'preparations', 'launch', 'ambari', 'bus', 'expect', 'operate', 'depend', 'prevail', 'situation', 'response', 'new', 'attraction', 'ambari', 'bus', 'mysuru', 'bus', 'operate', 'hampi', 'route', 'logistics', 'work', 'hampi', 'tour', 'year', 'say', 'ambari', 'hop', 'hop', 'initiative', 'tourists', 'experience', 'palaces', 'heritage', 'build', 'mysuru', 'tourists', 'audio', 'guide', 'moment', 'bus', 'reach', 'tourist', 'sit', 'identify', 'route', 'audio', 'available', 'languages', 'begin', 'kannada', 'english', 'foreign', 'languages', 'add', 'subsequently', 'body', 'wrap', 'ambari', 'base', 'state', 'art', 'form', 'culture', 'diversity', 'wildlife', 'tourist', 'destinations']"
146,146,5.0,0.9918000102043152,"farmers, india, bill, health, farm, price, protest, market, patients, care","['state', 'bill', 'agriculture', 'pass', 'parliament', 'benefit', 'corporate', 'company', 'kongunadu', 'makkal', 'desiya', 'katchi', 'kmdk', 'general', 'secretary', 'r', 'eswaran', 'say', 'implementation', 'new', 'laws', 'lead', 'farmer', 'suicides', 'country', 'press', 'release', 'say', 'farmers', 'produce', 'trade', 'commerce', 'promotion', 'facilitation', 'farmers', 'empowerment', 'protection', 'agreement', 'price', 'assurance', 'farm', 'service', 'essential', 'commodities', 'amendment', 'affect', 'small', 'marginal', 'farmers', 'force', 'enter', 'agreement', 'corporate', 'company', 'sell', 'produce', 'price', 'fix', 'company', 'small', 'marginal', 'farmers', 'market', 'produce', 'country', 'retail', 'traders', 'benefit', 'lot', 'release', 'say', 'company', 'stock', 'farm', 'produce', 'ultimately', 'lead', 'price', 'control', 'mechanisms', 'fall', 'private', 'hand', 'attempt', 'project', 'laws', 'increase', 'income', 'level', 'farmers', 'untrue', 'say', 'add', 'centre', 'consult', 'state', 'governments', 'farmers', 'introduce', 'bill', 'say', 'government', 'advertise', 'demonetisation', 'introduction', 'goods', 'service', 'tax', 'gst', 'benefit', 'people', 'doubt', 'negative', 'impact', 'people', 'add']"
147,147,0.0,0.9957000017166138,"party, india, congress, day, house, opposition, sabha, bjp, people, bill","['karnataka', 'legislative', 'assembly', 'speaker', 'vishweshwara', 'hegde', 'kageri', 'thursday', 'admit', 'notice', 'confidence', 'motion', 'give', 'principal', 'opposition', 'congress', 'bjp', 'government', 'karnataka', 'speaker', 'inform', 'assembly', 'allot', 'time', 'friday', 'saturday', 'discussion', 'trust', 'notice', 'sign', 'congress', 'members', 'soon', 'house', 'meet', 'pay', 'rich', 'tributes', 'union', 'minister', 'state', 'railways', 'suresh', 'angadi', 'succumb', 'covid', 'leader', 'opposition', 'siddaramaiah', 'raise', 'issue', 'notice', 'non', 'confidence', 'motion', 'say', 'state', 'government', 'lose', 'confidence', 'house', 'urge', 'speaker', 'priority', 'debate', 'trust', 'motion', 'house', 'confidence', 'government', 'continue', 'mr', 'siddaramaiah', 'say', 'demand', 'speaker', 'confidence', 'motion', 'discussion', 'take', 'issue', 'counter', 'claim', 'mr', 'siddaramaiah', 'revenue', 'minister', 'ashok', 'say', 'congress', 'mandate', 'state', 'country', 'notice', 'non', 'trust', 'motion', 'political', 'gimmick', 'say', 'government', 'majority', 'ready', 'prove', 'majority', 'house', 'members', 'congress', 'quit', 'party', 'quit', 'soon', 'know', 'remain', 'congress', 'mr', 'ashok', 'say', 'mr', 'askok', 'stand', 'table', 'bill', 'k', 'patil', 'congress', 'say', 'government', 'allow', 'table', 'bill', 'speaker', 'admit', 'notice', 'non', 'trust', 'motion', 'mr', 'kageri', 'term', 'mr', 'patil', 'suggestion', 'personal', 'view', 'allow', 'mr', 'ashok', 'table', 'bill', 'house', 'clp', 'meet', 'earlier', 'r', 'siddaramaiah', 'chair', 'meet', 'congress', 'legislator', 'party', 'clp', 'decide', 'confidence', 'motion', 'government', 'claim', 'government', 'lose', 'people', 'confidence', 'allege', 'family', 'members', 'chief', 'minister', 's', 'yediyurappa', 'indulge', 'corruption', 'speak', 'mediapersons', 'congress', 'leader', 'allege', 'corruption', 'rampant', 'purchase', 'equipment', 'relate', 'covid', 'purchase', 'laptops', 'transparency', 'administration', 'chief', 'minister', 'son', 'vijendra', 'interfere', 'administration', 'financial', 'condition', 'state', 'go', 'toss', 'development', 'work', 'come', 'standstill', 'state', 'mr', 'siddaramaiah', 'allege', 'k', 'shivakumar', 'kpcc', 'president', 'speak', 'corruption', 'government', 'say', 'party', 'move', 'trust', 'vote', 'government', 'state', 'aicc', 'general', 'secretary', 'charge', 'karnataka', 'randeep', 'singh', 'surjewala', 'suggest', 'state', 'party', 'leaders', 'confidence', 'motion', 'government', 'wednesday', 'mr', 'surjewala', 'allege', 'corruption', 'yediyurappa', 'government', 'seek', 'chief', 'minister', 'resignation']"
148,148,0.0,0.944100022315979,"party, india, congress, day, house, opposition, sabha, bjp, people, bill","['application', 'file', 'jointly', 'sangeeta', 'tyagi', 'widow', 'congress', 'national', 'spokesperson', 'rajeev', 'tyagi', 'author', 'kota', 'neelima', 'supreme', 'court', 'thursday', 'say', 'certain', 'tv', 'anchor', 'peddle', 'hate', 'government', 'narrative']"
149,149,4.0,0.583299994468689,"crore, level, water, land, allege, protest, revenue, september, work, market",['nan']
150,150,3.0,0.7702000141143799,"police, test, district, court, report, health, patients, september, positive, accuse","['year', 'old', 'man', 'sweep', 'away', 'swell', 'drain', 'follow', 'heavy', 'rainfall', 'maharashtra', 'thane', 'district', 'police', 'say', 'thursday', 'incident', 'take', 'place', 'wednesday', 'even', 'heavy', 'downpour', 'cause', 'flood', 'part', 'thane', 'neighbour', 'palghar', 'district', 'say']"
